Application mode,Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations)
0.9660509573405329,-1.353589919129701,-0.3817408258854614,1.0594186685775604,0.9538883650823758,-0.33971298445057146,-0.36852251471305403,-1.1147700633059234,2.78955869576562,0.3699263260012839,-0.7298617250698639,-0.5844199057458548,1.4021774354316798,-0.11089725043541443,0.39817221721729273,0.08895280466823557,0.6587163846161554,-0.10881718358229903,1.2499577973384843,0.18480046780260556,0.43520831574833363,-0.20448972793468506
1.5311819846194152,-1.353589919129701,-0.3817408258854614,-1.2649971206945947,-1.4066915936258628,-0.5854199642115714,-0.36852251471305403,-1.1147700633059234,-0.3584796410693702,0.3699263260012839,1.3701225391758665,-0.5844199057458548,-0.43415908433724615,-0.11089725043541443,0.6360806211902793,0.41282520767326225,0.13051486847428811,-0.10881718358229903,0.9954792467556796,0.18480046780260556,0.2961442907842129,-0.20448972793468506
0.9660509573405329,-1.353589919129701,-0.3817408258854614,-1.2649971206945947,-0.22640161427174352,-0.5854199642115714,-0.5695399591596474,-1.1147700633059234,2.78955869576562,-2.7032409691126698,1.3701225391758665,-0.5844199057458548,0.22167538700879882,-0.11089725043541443,2.0635310450281983,-0.8826644043468445,0.7969373421112235,-0.10881718358229903,1.2499577973384843,-1.4717569170844795,-1.9716690393999179,1.1482002667584932
-1.1060961426820362,0.7189604372879564,-0.3817408258854614,1.0594186685775604,1.0446799019557695,0.15170097507142835,0.4355472630733196,-1.1147700633059234,-0.3584796410693702,0.3699263260012839,-0.7298617250698639,1.7110984587764322,-0.43415908433724615,0.2949614561736156,1.3498058331092389,0.7366976106782889,-0.0027696262530992484,0.8048340920944663,-0.022434955575539595,1.1787348987348567,0.2522856367570666,-0.20448972793468506
-1.1060961426820362,-1.1233065461944056,-0.3817408258854614,0.06324047317520819,1.0446799019557695,0.6431149345934282,0.4355472630733196,0.8970459764899271,-0.3584796410693702,0.3699263260012839,-0.7298617250698639,1.7110984587764322,-0.5653259786064552,-0.11089725043541443,-0.5534613986746534,0.41282520767326225,0.7278268633636893,-0.10881718358229903,-0.022434955575539595,0.5161119447800225,0.4111395421968511,-0.20448972793468506
-1.1060961426820362,0.4886770643526612,-0.3817408258854614,-1.043624188382961,1.0446799019557695,-1.0768339237335713,-0.5695399591596474,-1.1147700633059234,-0.3584796410693702,0.3699263260012839,-0.7298617250698639,1.7110984587764322,-0.5653259786064552,0.7008201627826456,-0.0776445907286803,0.7366976106782889,0.8437350091488398,0.8048340920944663,-0.022434955575539595,0.8474234217574396,0.8637700208135884,-0.20448972793468506
1.5311819846194152,0.028110318482070632,2.9301109894101116,0.06324047317520819,-1.4066915936258628,0.6431149345934282,0.4355472630733196,-1.1147700633059234,-0.3584796410693702,0.3699263260012839,-0.7298617250698639,1.7110984587764322,-0.3029921900680372,-0.11089725043541443,-0.3155529947016668,0.41282520767326225,0.27860875150471803,-0.10881718358229903,-0.27691350615834437,0.5161119447800225,0.3389332215424036,-0.20448972793468506
0.21254292096868965,-1.5838732920649963,-0.3817408258854614,0.7273592701101097,0.6815137544621944,-1.568247883255571,-1.3736097369460212,-1.1147700633059234,-0.3584796410693702,0.3699263260012839,-0.7298617250698639,-0.5844199057458548,0.09050849273958982,-0.11089725043541443,-0.3155529947016668,0.41282520767326225,0.4513849483735533,-0.10881718358229903,-0.022434955575539595,0.5161119447800225,0.3389332215424036,-0.20448972793468506
0.21254292096868965,0.9492438102232517,-0.3817408258854614,0.06324047317520819,0.9538883650823758,-0.33971298445057146,0.2345298186267262,-1.1147700633059234,-0.3584796410693702,0.3699263260012839,1.3701225391758665,-0.5844199057458548,-0.6964928728756642,-0.11089725043541443,-0.5534613986746534,0.41282520767326225,0.5896059058686213,-0.10881718358229903,-2.058263360237978,-1.4717569170844795,-1.9716690393999179,-0.20448972793468506
1.3428049755264546,-0.20217305445322464,-0.3817408258854614,0.06324047317520819,1.0446799019557695,0.6431149345934282,0.4355472630733196,0.8970459764899271,-0.3584796410693702,0.3699263260012839,-0.7298617250698639,-0.5844199057458548,-0.5653259786064552,-0.5167559570444444,-0.7913698026476399,0.08895280466823557,0.4030076132502793,-0.5656428214206817,-0.5313920567411492,-0.14651100917481147,0.41595329690714766,-0.20448972793468506
0.21254292096868965,0.4886770643526612,-0.3817408258854614,-1.043624188382961,-1.315900056752469,-0.8311269439725714,-0.7705574036062408,0.8970459764899271,-0.3584796410693702,0.3699263260012839,-0.7298617250698639,-0.5844199057458548,-0.6964928728756642,0.2949614561736156,-0.3155529947016668,0.7366976106782889,0.6692804149389922,0.8048340920944663,0.23204359500726518,1.1787348987348567,0.8684462396750189,-0.20448972793468506
1.907936002805337,-0.8930231732591104,3.439626653301738,-1.2649971206945947,-0.22640161427174352,-0.8311269439725714,0.2345298186267262,0.8970459764899271,-0.3584796410693702,0.3699263260012839,1.3701225391758665,1.7110984587764322,-0.3029921900680372,1.9183962826097356,1.5877142370822255,1.3844424166883422,0.7393452764882779,1.261659729932849,1.7589148985040939,0.8474234217574396,0.6758960512631588,-0.20448972793468506
1.3428049755264546,0.9492438102232517,-0.3817408258854614,1.0594186685775604,0.9538883650823758,0.6431149345934282,0.4355472630733196,0.8970459764899271,-0.3584796410693702,0.3699263260012839,1.3701225391758665,-0.5844199057458548,-0.04065840152961918,1.1066788693916756,0.6360806211902793,0.41282520767326225,-0.032388402859185164,1.7184853677712317,0.48652214559006995,1.8413578526896908,0.2811681650188454,-0.20448972793468506
-1.1060961426820362,0.2583936914173659,-0.3817408258854614,0.06324047317520819,-1.4066915936258628,0.15170097507142835,0.636564707519913,0.8970459764899271,-0.3584796410693702,0.3699263260012839,-0.7298617250698639,1.7110984587764322,-0.6964928728756642,-0.11089725043541443,-0.3155529947016668,0.41282520767326225,0.5747965175655784,-0.10881718358229903,-0.5313920567411492,0.5161119447800225,0.46730001381697683,-0.20448972793468506
1.3428049755264546,-1.1233065461944056,-0.12698299393964807,1.0594186685775604,0.9538883650823758,-0.09400600468957157,-0.16750507026646064,0.8970459764899271,-0.3584796410693702,0.3699263260012839,1.3701225391758665,-0.5844199057458548,1.9268450125085157,4.759407228872945,2.301439449001185,4.299294043733583,0.7969373421112235,5.373090470478293,2.5223505502525083,4.491849668509027,0.8203086925720539,-0.20448972793468506
